name,category_list,market,funding_total_usd,status,country_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at,venture,debt_financing,private_equity,stage_level,early_stage_funding,log_funding_total_usd,log_funding_rounds,log_early_stage_funding,log_venture,log_debt_financing,log_private_equity,Cluster
#waywire,|Entertainment|Politics|Social Media|News|, News ,1750000.0,acquired,USA,New York,1.0,2012-06-01,2012-06-30,2012-06-30,0.0,0.0,0.0,0,1750000.0,14.375126917328105,0.6931471805599453,14.375126917328105,0.0,0.0,0.0,0
&TV Communications,|Games|, Games ,4000000.0,operating,USA,Los Angeles,2.0,,2010-06-04,2010-09-23,4000000.0,0.0,0.0,0,0.0,15.201805169084134,1.0986122886681098,0.0,15.201805169084134,0.0,0.0,0
'Rock' Your Paper,|Publishing|Education|, Publishing ,40000.0,operating,EST,Tallinn,1.0,2012-10-26,2012-08-09,2012-08-09,0.0,0.0,0.0,0,40000.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,0
(In)Touch Network,|Electronics|Guides|Coffee|Restaurants|Music|iPhone|Apps|Mobile|iOS|E-Commerce|, Electronics ,1500000.0,operating,GBR,London,1.0,2011-04-01,2011-04-01,2011-04-01,0.0,0.0,0.0,0,1500000.0,14.220976332738882,0.6931471805599453,14.220976332738882,0.0,0.0,0.0,0
.Club Domains,|Software|, Software ,7000000.0,,USA,Oakland Park,1.0,2011-10-10,2013-05-31,2013-05-31,7000000.0,0.0,0.0,2,0.0,15.76142084987672,0.6931471805599453,0.0,15.76142084987672,0.0,0.0,3
0-6.com,|Curated Web|, Curated Web ,2000000.0,operating,,,1.0,2007-01-01,2008-03-19,2008-03-19,2000000.0,0.0,0.0,1,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,0
01Games Technology,|Games|, Games ,41250.0,operating,HKG,Hong Kong,1.0,,2014-07-01,2014-07-01,0.0,0.0,0.0,0,41250.0,10.627430633893226,0.6931471805599453,10.627430633893226,0.0,0.0,0.0,0
"1,2,3 Listo",|E-Commerce|, E-Commerce ,40000.0,operating,CHL,Las Condes,1.0,2012-01-01,2013-02-18,2013-02-18,0.0,0.0,0.0,0,40000.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,0
10 Minutes With,|Education|, Education ,4400000.0,operating,GBR,London,2.0,2013-01-01,2013-01-01,2014-10-09,4000000.0,0.0,0.0,1,400000.0,15.29711532616119,1.0986122886681098,12.899222326086994,15.201805169084134,0.0,0.0,0
10-20 Media,|E-Commerce|, E-Commerce ,2050000.0,operating,USA,Woodbine,4.0,2001-01-01,2009-06-18,2011-12-28,0.0,2050000.0,0.0,0,0.0,14.53335083891935,1.6094379124341003,0.0,0.0,14.53335083891935,0.0,1
1000 Corks,|Search|, Search ,40000.0,operating,USA,Lake Oswego,1.0,2008-01-01,2011-08-23,2011-08-23,0.0,0.0,0.0,0,40000.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,0
1000 Markets,|Marketplaces|Art|E-Commerce|, Marketplaces ,500000.0,acquired,,,1.0,2009-01-01,2009-05-15,2009-05-15,0.0,0.0,0.0,0,500000.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,0
1000memories,|Curated Web|, Curated Web ,2535000.0,acquired,USA,San Francisco,2.0,2010-07-01,2010-01-01,2011-02-16,2520000.0,0.0,0.0,1,15000.0,14.74570458948466,1.0986122886681098,9.61587214452889,14.739769856312924,0.0,0.0,0
1000museums.com,|Curated Web|, Curated Web ,4962651.0,operating,USA,Bellevue,6.0,2008-01-01,2009-10-14,2014-09-19,3814772.0,1147879.0,0.0,0,0.0,15.417450833231424,1.9459101490553132,0.0,15.154391718964458,13.953427320781323,0.0,1
1001 Menus,|Local Businesses|Restaurants|, Restaurants ,4059079.0,operating,FRA,Paris,4.0,2010-11-20,2012-12-15,2013-11-13,3536910.0,0.0,0.0,1,522169.0,15.216466904914812,1.6094379124341003,13.165748484343734,15.078764305303888,0.0,0.0,3
1006.tv,|Media|Games|, Media ,10000000.0,operating,CHN,Beijing,3.0,2009-01-01,2011-01-01,2014-07-31,10000000.0,0.0,0.0,2,0.0,16.118095750958314,1.3862943611198906,0.0,16.118095750958314,0.0,0.0,3
100du.tv,|Hospitality|, Hospitality ,3000000.0,operating,,,2.0,,2008-01-07,2010-08-13,3000000.0,0.0,0.0,1,0.0,14.914123179965662,1.0986122886681098,0.0,14.914123179965662,0.0,0.0,0
100e.com,|Education|, Education ,4500000.0,operating,CHN,Beijing,2.0,,2006-01-01,2006-09-01,4500000.0,0.0,0.0,0,0.0,15.319588176962746,1.0986122886681098,0.0,15.319588176962746,0.0,0.0,0
100health,|Health Care Information Technology|, Health Care Information Technology ,420000.0,operating,USA,Madison,1.0,2014-07-04,2014-11-26,2014-11-26,0.0,0.0,0.0,0,420000.0,12.948012371209098,0.6931471805599453,12.948012371209098,0.0,0.0,0.0,0
100Plus,|Analytics|, Analytics ,1250000.0,acquired,USA,San Francisco,2.0,2011-09-16,2011-11-02,2011-11-30,500000.0,0.0,0.0,0,750000.0,14.038654909278163,1.0986122886681098,13.527829818844937,13.122365377402328,0.0,0.0,0
1010data,|Software|, Software ,35000000.0,operating,USA,New York,1.0,2000-01-01,2010-03-08,2010-03-08,35000000.0,0.0,0.0,0,0.0,17.370858648025116,0.6931471805599453,0.0,17.370858648025116,0.0,0.0,0
10BestThings,|Curated Web|, Curated Web ,50000.0,closed,USA,Cleveland,1.0,2009-04-01,2009-04-01,2009-04-01,0.0,0.0,0.0,0,50000.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,0
10sec,|Social Commerce|E-Commerce|Mobile Commerce|, Mobile Commerce ,1600000.0,operating,,,2.0,2013-07-08,2013-10-31,2014-05-08,0.0,0.0,0.0,0,1600000.0,14.285514812209815,1.0986122886681098,14.285514812209815,0.0,0.0,0.0,0
10seconds Software,|Mobility|Enterprise Software|Software|, Mobility ,100000.0,operating,AUS,Sydney,1.0,2009-07-01,2010-07-01,2010-07-01,0.0,0.0,0.0,0,100000.0,11.51293546492023,0.6931471805599453,11.51293546492023,0.0,0.0,0.0,0
10X Technologies,|Biotechnology|, Biotechnology ,3000000.0,operating,USA,Oakland,1.0,2012-01-01,2012-11-07,2012-11-07,0.0,3000000.0,0.0,0,0.0,14.914123179965662,0.6931471805599453,0.0,0.0,14.914123179965662,0.0,1
10X10 Room,|Software|, Software ,77500.0,operating,USA,Lexington,1.0,2010-01-01,2011-10-12,2011-10-12,0.0,77500.0,0.0,0,0.0,11.258046118484,0.6931471805599453,0.0,0.0,11.258046118484,0.0,1
117go,|Social Travel|, Social Travel ,20000000.0,operating,CHN,Shanghai,1.0,2011-10-01,2014-04-28,2014-04-28,20000000.0,0.0,0.0,2,0.0,16.811242881518265,0.6931471805599453,0.0,16.811242881518265,0.0,0.0,3
11i Solutions,|Enterprise Software|, Enterprise Software ,1800000.0,operating,USA,Huntsville,1.0,,2011-03-22,2011-03-22,1800000.0,0.0,0.0,0,0.0,14.403297778421795,0.6931471805599453,0.0,14.403297778421795,0.0,0.0,0
121cast,|Audio|Music|Mobile|, Mobile ,270000.0,operating,AUS,Melbourne,2.0,2012-02-01,2012-05-01,2012-11-13,0.0,0.0,0.0,0,270000.0,12.506180941677357,1.0986122886681098,12.506180941677357,0.0,0.0,0.0,0
121nexus,|Politics|Technology|Medical Devices|Pharmaceuticals|Personalization|Software|, Pharmaceuticals ,794000.0,operating,USA,Providence,6.0,2011-10-07,2012-02-06,2014-01-01,0.0,0.0,0.0,0,794000.0,13.584839999674324,1.9459101490553132,13.584839999674324,0.0,0.0,0.0,0
1234ENTER,|Small and Medium Businesses|Education|Analytics|Internet Marketing|Business Services|Advertising|E-Commerce|, Advertising ,650267.0,operating,,,2.0,2012-01-01,2012-09-01,2013-11-22,150267.0,0.0,0.0,0,500000.0,13.385139864588668,1.0986122886681098,13.122365377402328,11.920175645554746,0.0,0.0,0
1248,|Software|, Software ,378812.0,operating,GBR,Cambridge,1.0,2013-01-01,2014-03-18,2014-03-18,0.0,0.0,0.0,0,378812.0,12.844797958606975,0.6931471805599453,12.844797958606975,0.0,0.0,0.0,0
12Return,|SaaS|Software|Retail|, Software ,619494.0,operating,NLD,Gorinchem,1.0,2010-12-10,2012-06-01,2012-06-01,0.0,0.0,0.0,0,619494.0,13.336659908993743,0.6931471805599453,13.336659908993743,0.0,0.0,0.0,0
1366 Technologies,|Manufacturing|, Manufacturing ,66450000.0,operating,USA,Bedford,8.0,2007-01-01,2008-03-27,2013-12-12,63450000.0,0.0,0.0,3,3000000.0,18.011960358172438,2.1972245773362196,14.914123179965662,17.965762767885114,0.0,0.0,3
13th Lab,|iPad|Games|Augmented Reality|Computer Vision|Mobile|, Mobile ,700000.0,operating,SWE,Stockholm,1.0,2010-01-01,2012-06-15,2012-06-15,0.0,0.0,0.0,0,700000.0,13.45883704259595,0.6931471805599453,13.45883704259595,0.0,0.0,0.0,0
140 Proof,|Interest Graph|Advertising|, Advertising ,5500000.0,operating,USA,San Francisco,2.0,2010-01-11,2009-07-01,2011-04-28,5500000.0,0.0,0.0,2,0.0,15.520258832020865,1.0986122886681098,0.0,15.520258832020865,0.0,0.0,3
140Fire,|Entertainment|Sports|Real Time|Social Media|Video|Advertising|, Entertainment ,500000.0,operating,USA,Santa Monica,1.0,2010-01-01,2010-05-05,2010-05-05,0.0,0.0,0.0,0,500000.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,0
159.com,|Software|, Software ,6204822.0,operating,CHN,,2.0,,2008-02-01,2011-03-01,6204822.0,0.0,0.0,2,0.0,15.640837450831233,1.0986122886681098,0.0,15.640837450831233,0.0,0.0,3
15Five,|Software|, Software ,3400000.0,operating,USA,San Francisco,3.0,2011-05-01,2012-01-01,2014-10-02,0.0,0.0,0.0,0,3400000.0,15.039286283703994,1.3862943611198906,15.039286283703994,0.0,0.0,0.0,0
15MinutesNOW,|Games|, Games ,200000.0,operating,,,1.0,2011-04-19,2011-05-10,2011-05-10,0.0,0.0,0.0,0,200000.0,12.206077645517674,0.6931471805599453,12.206077645517674,0.0,0.0,0.0,0
16 Mile Solutions,|Software|, Software ,199957.0,operating,USA,Seattle,1.0,2006-01-01,2009-06-11,2009-06-11,199957.0,0.0,0.0,0,0.0,12.205862623477087,0.6931471805599453,0.0,12.205862623477087,0.0,0.0,0
169 ST.,|Entertainment|Games|, Games ,50000.0,operating,USA,Lake Mary,1.0,2009-05-15,2009-06-01,2009-06-01,0.0,0.0,0.0,0,50000.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,0
170 Systems,|Software|, Software ,14000000.0,acquired,USA,Bedford,1.0,1990-01-01,2002-04-16,2002-04-16,14000000.0,0.0,0.0,1,0.0,16.454567959008102,0.6931471805599453,0.0,16.454567959008102,0.0,0.0,0
17u.cn,|Travel|, Travel ,84440319.0,operating,CHN,Suzhou,3.0,2004-01-01,2008-01-01,2014-02-17,84440319.0,0.0,0.0,3,0.0,18.251555570610353,1.3862943611198906,0.0,18.251555570610353,0.0,0.0,3
1871,|Designers|Startups|Non Profit|Internet|, Designers ,2500000.0,operating,USA,Chicago,1.0,,2014-06-17,2014-06-17,0.0,0.0,0.0,0,2500000.0,14.731801689838349,0.6931471805599453,14.731801689838349,0.0,0.0,0.0,0
19pay,|Finance|, Finance ,9478511.0,operating,CHN,Beijing,3.0,2005-01-01,2006-01-01,2013-07-01,6230000.0,0.0,0.0,2,0.0,16.06453789988606,1.3862943611198906,0.0,15.644887051277268,0.0,0.0,3
1C Company,|Video Games|Games|Software|, Software ,200000000.0,,RUS,Moscow,1.0,1991-01-01,2011-10-03,2011-10-03,0.0,0.0,200000000.0,0,0.0,19.11382792951231,0.6931471805599453,0.0,0.0,0.0,19.11382792951231,2
1calendar,|Advertising|Mobile|Internet|Education|, Education ,40000.0,operating,DNK,Copenhagen,1.0,2009-01-19,2008-04-04,2008-04-04,0.0,0.0,0.0,0,40000.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,0
1DayLater,|Tracking|Curated Web|, Curated Web ,43811.0,operating,,,2.0,2009-08-26,2009-05-01,2009-10-01,0.0,31924.0,0.0,0,11887.0,10.687663031443638,1.0986122886681098,9.38328476695754,0.0,10.37114468090074,0.0,1
1DayMakeover,|Shopping|Cosmetics|Personal Health|Lifestyle|Fashion|E-Commerce|, E-Commerce ,50000.0,closed,USA,Santa Ana,1.0,2008-06-30,2008-06-30,2008-06-30,0.0,0.0,0.0,0,50000.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,0
1Energy Systems,|Software|, Software ,1450000.0,operating,USA,Seattle,1.0,2010-01-01,2013-04-22,2013-04-22,1450000.0,0.0,0.0,0,0.0,14.187074804051692,0.6931471805599453,0.0,14.187074804051692,0.0,0.0,0
1EQ,|Mobile Health|Health and Wellness|, Mobile Health ,2100000.0,operating,,,3.0,2013-03-08,2012-07-01,2013-12-23,0.0,0.0,0.0,0,2100000.0,14.557448378884015,1.3862943611198906,14.557448378884015,0.0,0.0,0.0,0
1jiajie,|E-Commerce|, E-Commerce ,4163132.0,operating,CHN,Beijing,2.0,,2013-09-01,2014-09-16,4163132.0,0.0,0.0,1,0.0,15.241778473781123,1.0986122886681098,0.0,15.241778473781123,0.0,0.0,0
1Lay,|Mobile Security|Mobile Devices|Tablets|Mobile|Security|, Mobile Security ,170000.0,operating,,,1.0,2013-07-18,2014-05-30,2014-05-30,0.0,0.0,0.0,0,170000.0,12.04355959836804,0.6931471805599453,12.04355959836804,0.0,0.0,0.0,0
1Life Healthcare,|Services|Health and Wellness|Health Care|, Health and Wellness ,30000000.0,operating,USA,San Francisco,1.0,2002-01-01,2013-03-21,2013-03-21,30000000.0,0.0,0.0,5,0.0,17.216707972959764,0.6931471805599453,0.0,17.216707972959764,0.0,0.0,3
1Mind,|Social Media|, Social Media ,500000.0,operating,USA,Hampton Falls,1.0,2011-01-01,2013-08-05,2013-08-05,0.0,0.0,0.0,0,500000.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,0
1SDK,|SaaS|Predictive Analytics|Monetization|Mobile|, Predictive Analytics ,156000.0,operating,DEU,Berlin,2.0,2013-01-25,2013-08-05,2013-09-02,0.0,0.0,0.0,0,156000.0,11.957617696467539,1.0986122886681098,11.957617696467539,0.0,0.0,0.0,0
1spire,|Manufacturing|, Manufacturing ,30000.0,operating,USA,Houston,1.0,2011-10-01,2011-12-20,2011-12-20,30000.0,0.0,0.0,0,0.0,10.308985993422082,0.6931471805599453,0.0,10.308985993422082,0.0,0.0,0
1st Merchant Funding,|Financial Services|, Financial Services ,10000000.0,,USA,Miami,1.0,2007-01-01,2014-05-07,2014-05-07,0.0,10000000.0,0.0,0,0.0,16.118095750958314,0.6931471805599453,0.0,0.0,16.118095750958314,0.0,1
1stdibs,|E-Commerce|, E-Commerce ,117000000.0,operating,USA,New York,4.0,2001-01-01,2011-11-03,2014-01-24,57000000.0,0.0,0.0,3,0.0,18.57768450130904,1.6094379124341003,0.0,17.858561843342684,0.0,0.0,3
1stGig.com,|E-Commerce|, E-Commerce ,750000.0,operating,USA,Saratoga Springs,1.0,2009-08-01,2012-10-01,2012-10-01,0.0,0.0,0.0,0,750000.0,13.527829818844937,0.6931471805599453,13.527829818844937,0.0,0.0,0.0,0
1World Online,|Mobile|Analytics|Big Data|Enterprise Software|, Enterprise Software ,1500000.0,operating,USA,San Jose,2.0,2011-12-01,2013-07-02,2013-12-01,1500000.0,0.0,0.0,1,0.0,14.220976332738882,1.0986122886681098,0.0,14.220976332738882,0.0,0.0,0
2 Minutes,|Games|, Games ,1660000.0,operating,FRA,Paris,1.0,2000-10-01,2008-06-19,2008-06-19,1660000.0,0.0,0.0,1,0.0,14.322328762742183,0.6931471805599453,0.0,14.322328762742183,0.0,0.0,0
20/20 Gene Systems Inc.,|Biotechnology|, Biotechnology ,150000.0,operating,USA,Rockville,1.0,2000-05-01,2012-09-25,2012-09-25,150000.0,0.0,0.0,0,0.0,11.918397239722838,0.6931471805599453,0.0,11.918397239722838,0.0,0.0,0
2080 Media,|News|, News ,41000000.0,operating,USA,Atlanta,5.0,2008-01-01,2010-08-05,2013-07-19,35700000.0,5300000.0,0.0,4,0.0,17.529082649058825,1.791759469228055,0.0,17.390661274761072,15.483217567201578,0.0,1
20:20 Mobile,|Mobile|, Mobile ,29750000.0,operating,IRL,Cree,1.0,2006-09-01,2008-07-04,2008-07-04,29750000.0,0.0,0.0,0,0.0,17.208339723569356,0.6931471805599453,0.0,17.208339723569356,0.0,0.0,0
20lines,|Publishing|Education|Parenting|Curated Web|, Curated Web ,1236454.0,operating,ITA,Roncade,3.0,2012-01-01,2012-11-15,2014-06-01,0.0,0.0,0.0,0,1236454.0,14.02775897223648,1.3862943611198906,14.02775897223648,0.0,0.0,0.0,0
20x200,|Social Commerce|Art|E-Commerce|, Art ,2800000.0,operating,USA,New York,2.0,2007-09-01,2009-10-01,2010-08-01,2800000.0,0.0,0.0,1,0.0,14.845130332288226,1.0986122886681098,0.0,14.845130332288226,0.0,0.0,0
21Cake Food Co.,|Manufacturing|Hospitality|, Manufacturing ,1464128.0,operating,CHN,Beijing,1.0,2004-01-01,2010-01-22,2010-01-22,0.0,0.0,0.0,0,1464128.0,14.196771084375616,0.6931471805599453,14.196771084375616,0.0,0.0,0.0,0
21Diamonds,|E-Commerce|, E-Commerce ,6369507.0,operating,IND,Gurgaon,1.0,2012-06-01,2012-11-15,2012-11-15,6369507.0,0.0,0.0,3,0.0,15.667032787516746,0.6931471805599453,0.0,15.667032787516746,0.0,0.0,3
2.10E+07,|Technology|Big Data|Mobile|, Big Data ,5050000.0,operating,USA,San Francisco,1.0,2013-01-01,2013-11-17,2013-11-17,5050000.0,0.0,0.0,0,0.0,15.434898999271326,0.6931471805599453,0.0,15.434898999271326,0.0,0.0,0
21GRAMS,|Software|, Software ,2580000.0,operating,SWE,Stockholm,1.0,,2006-04-03,2006-04-03,2580000.0,0.0,0.0,0,0.0,14.763300344494624,0.6931471805599453,0.0,14.763300344494624,0.0,0.0,0
21st Century Oncology,|Health and Wellness|, Health and Wellness ,325000000.0,operating,USA,Fort Myers,1.0,,2014-09-26,2014-09-26,0.0,0.0,325000000.0,0,0.0,19.599335743370936,0.6931471805599453,0.0,0.0,0.0,19.599335743370936,2
22nd Century Group,|Biotechnology|, Biotechnology ,15034750.0,operating,USA,Clarence,6.0,1998-01-01,2010-12-28,2014-09-18,12528500.0,2506250.0,0.0,1,0.0,16.525874812910793,1.9459101490553132,0.0,16.343516686834583,14.73429856903943,0.0,1
22seeds,|Web Tools|Android|iPhone|Web Development|Internet|Mobile|Sales and Marketing|Apps|Software|, Software ,250000.0,operating,ISR,Tel Aviv,1.0,2010-01-01,2013-10-15,2013-10-15,0.0,0.0,0.0,0,250000.0,12.429220196836383,0.6931471805599453,12.429220196836383,0.0,0.0,0.0,0
2359 Media,|Mobile|, Mobile ,615000.0,operating,SGP,Singapore,1.0,2009-02-01,2011-01-11,2011-01-11,615000.0,0.0,0.0,1,0.0,13.329379172803593,0.6931471805599453,0.0,13.329379172803593,0.0,0.0,0
23andMe,|Search|Biotechnology|, Biotechnology ,111949900.0,operating,USA,Mountain View,6.0,2006-04-01,2007-05-01,2014-07-29,110549900.0,0.0,0.0,4,1400000.0,18.533562016685288,1.9459101490553132,14.151983508870947,18.52097756974494,0.0,0.0,3
23press,|Blogging Platforms|Software|, Blogging Platforms ,50000.0,operating,CAN,Toronto,1.0,2011-06-01,2011-08-15,2011-08-15,0.0,0.0,0.0,0,50000.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,0
24 Media Network,|News|, News ,1209701.0,operating,SWE,Stockholm,2.0,,2008-09-01,2009-01-01,1024250.0,0.0,0.0,0,0.0,14.005884606249044,1.0986122886681098,0.0,13.83947217173278,0.0,0.0,0
24/7 Card,|Finance|, Finance ,3452941.0,closed,USA,Los Angeles,3.0,,2010-10-25,2011-12-21,3452941.0,0.0,0.0,0,0.0,15.054737179242933,1.3862943611198906,0.0,15.054737179242933,0.0,0.0,0
247 Techies,|Hardware + Software|, Hardware + Software ,600000.0,operating,USA,New York,1.0,,2012-11-05,2012-11-05,0.0,0.0,0.0,0,600000.0,13.304686600863562,0.6931471805599453,13.304686600863562,0.0,0.0,0.0,0
24Fundraiser.com,|Non Profit|Social Fundraising|, Social Fundraising ,400000.0,operating,USA,Willowbrook,1.0,2007-08-01,2014-05-01,2014-05-01,0.0,0.0,0.0,0,400000.0,12.899222326086994,0.6931471805599453,12.899222326086994,0.0,0.0,0.0,0
24M Technologies,|Clean Technology|, Clean Technology ,16000000.0,operating,USA,Cambridge,1.0,2010-01-01,2010-08-16,2010-08-16,16000000.0,0.0,0.0,1,0.0,16.588099342704055,0.6931471805599453,0.0,16.588099342704055,0.0,0.0,0
24PageBooks,|Software|, Software ,50000.0,closed,USA,Rochester,1.0,2010-01-01,2011-05-24,2011-05-24,0.0,0.0,0.0,0,50000.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,0
24tidy,|Services|, Services ,1856561.0,operating,CHN,,2.0,,2013-12-27,2014-07-14,1692088.0,0.0,0.0,1,164473.0,14.434236948217231,1.0986122886681098,12.010507781984355,14.341474418237762,0.0,0.0,0
24x7 Learning,|Systems|Education|, Education ,4000000.0,operating,IND,Bangalore,1.0,2001-01-01,2007-11-06,2007-11-06,4000000.0,0.0,0.0,0,0.0,15.201805169084134,0.6931471805599453,0.0,15.201805169084134,0.0,0.0,0
250ok,|Software|, Software ,200000.0,operating,USA,Indianapolis,1.0,2012-01-01,2012-09-01,2012-09-01,0.0,0.0,0.0,0,200000.0,12.206077645517674,0.6931471805599453,12.206077645517674,0.0,0.0,0.0,0
25eight,|DIY|Electronics|Software|, Software ,25000.0,closed,,,1.0,,2010-01-26,2010-01-26,0.0,0.0,0.0,0,25000.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,0
265 Network,|Software|, Software ,2000000.0,operating,CHN,Beijing,1.0,2004-01-01,2004-12-01,2004-12-01,2000000.0,0.0,0.0,0,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,0
27 Perry,|Finance|Marketplaces|E-Commerce|, E-Commerce ,118000.0,closed,USA,Boulder,1.0,2012-07-25,2012-05-17,2012-05-17,0.0,0.0,0.0,0,118000.0,11.678448377988165,0.6931471805599453,11.678448377988165,0.0,0.0,0.0,0
280 North,|Presentations|Software|, Software ,250000.0,acquired,,,2.0,,2008-01-01,2008-03-01,0.0,0.0,0.0,0,250000.0,12.429220196836383,1.0986122886681098,12.429220196836383,0.0,0.0,0.0,0
28msec,|Cloud Computing|Web Development|Databases|Software|, Software ,5844811.0,operating,USA,Palo Alto,1.0,2008-01-01,2013-10-28,2013-10-28,5844811.0,0.0,0.0,0,0.0,15.581064988128082,0.6931471805599453,0.0,15.581064988128082,0.0,0.0,0
2C2P,|Mobile Commerce|E-Commerce|Payments|Software|, Software ,3000000.0,operating,THA,Bangkok,3.0,2003-01-01,2011-01-01,2014-06-03,3000000.0,0.0,0.0,2,0.0,14.914123179965662,1.3862943611198906,0.0,14.914123179965662,0.0,0.0,3
2can,|Credit Cards|Mobile|, Mobile ,7000000.0,operating,RUS,Moscow,2.0,2012-04-12,2012-09-01,2014-03-31,7000000.0,0.0,0.0,2,0.0,15.76142084987672,1.0986122886681098,0.0,15.76142084987672,0.0,0.0,3
2Catalyze,|Software|, Software ,6785876.0,operating,CAN,Toronto,1.0,2008-01-01,2010-08-25,2010-08-25,6785876.0,0.0,0.0,0,0.0,15.730354098609434,0.6931471805599453,0.0,15.730354098609434,0.0,0.0,0
2Checkout,|E-Commerce|, E-Commerce ,60000000.0,operating,USA,Columbus,1.0,,2014-07-16,2014-07-16,60000000.0,0.0,0.0,1,0.0,17.909855136853043,0.6931471805599453,0.0,17.909855136853043,0.0,0.0,0
2CRisk,|Software|, Software ,383000.0,operating,AUS,Brisbane,2.0,2010-07-01,2010-04-01,2012-10-10,0.0,0.0,0.0,0,383000.0,12.855792879125431,1.0986122886681098,12.855792879125431,0.0,0.0,0.0,0
2d2c,|Hardware + Software|, Hardware + Software ,2941000.0,operating,USA,Lincolnshire,3.0,,2009-04-07,2011-01-18,2500000.0,441000.0,0.0,0,0.0,14.894260557556475,1.3862943611198906,0.0,14.731801689838349,12.996802422000108,0.0,1
2degreesmobile,|Mobile|, Mobile ,165000000.0,operating,NZL,Auckland,1.0,2009-01-01,2013-06-18,2013-06-18,0.0,165000000.0,0.0,0,0.0,18.92145603792546,0.6931471805599453,0.0,0.0,18.92145603792546,0.0,1
2DHeat,|Clean Technology|, Clean Technology ,474116.0,operating,GBR,Warrington,4.0,,2014-10-24,2014-10-24,0.0,0.0,0.0,0,474116.0,13.069209405661395,1.6094379124341003,13.069209405661395,0.0,0.0,0.0,0
2DOLife.com,|Finance|Software|, Software ,250000.0,operating,USA,San Pablo,1.0,2011-12-01,2013-11-10,2013-11-10,0.0,0.0,0.0,0,250000.0,12.429220196836383,0.6931471805599453,12.429220196836383,0.0,0.0,0.0,0
2GO Mobile Solutions,|Software|, Software ,275000.0,operating,USA,Plano,1.0,2008-01-01,2010-04-09,2010-04-09,0.0,0.0,0.0,0,275000.0,12.524530013005734,0.6931471805599453,12.524530013005734,0.0,0.0,0.0,0
2houses,|Curated Web|, Curated Web ,966728.0,operating,BEL,Bel,2.0,2011-05-01,2011-08-08,2012-11-09,860102.0,0.0,0.0,1,106626.0,13.78167348696829,1.0986122886681098,11.577092041945145,13.664807428500003,0.0,0.0,0
"2nd Story Software, Inc.",|Software|, Software ,85000000.0,acquired,USA,Cedar Rapids,1.0,1998-02-15,2005-03-30,2005-03-30,0.0,0.0,85000000.0,0,0.0,18.258161826219297,0.6931471805599453,0.0,0.0,0.0,18.258161826219297,2
2nd Watch,|Cloud Infrastructure|Corporate IT|Enterprise Software|, Corporate IT ,37644420.0,operating,USA,Seattle,4.0,2010-01-01,2011-12-06,2014-10-14,37644420.0,0.0,0.0,3,0.0,17.443695320619454,1.6094379124341003,0.0,17.443695320619454,0.0,0.0,3
2NGageU,|Social + Mobile + Local|Mobile Social|Mobile|MMO Games|Internet|Entertainment|Social Network Media|Consumers|Women|Games|, Mobile Social ,58000.0,operating,USA,Williston,1.0,2011-12-26,2012-04-12,2012-04-12,0.0,0.0,0.0,0,58000.0,10.968215530759236,0.6931471805599453,10.968215530759236,0.0,0.0,0.0,0
2sms,|Messaging|, Messaging ,939000.0,operating,USA,Schaumburg,1.0,,2007-11-01,2007-11-01,939000.0,0.0,0.0,0,0.0,13.752571823152559,0.6931471805599453,0.0,13.752571823152559,0.0,0.0,0
2threads,|Art|Beauty|Lifestyle|Music|Social Network Media|Fashion|Social Media|, Art ,300000.0,operating,AUS,Sydney,2.0,2004-05-01,2007-08-01,2008-06-01,0.0,0.0,0.0,0,300000.0,12.611541086966115,1.0986122886681098,12.611541086966115,0.0,0.0,0.0,0
2U,|Software|Education|, Software ,95875000.0,operating,USA,Hanover,6.0,2008-01-01,2009-03-25,2013-10-21,93600000.0,0.0,0.0,4,2275000.0,18.378555828081943,1.9459101490553132,14.637491049927531,18.354540952131583,0.0,0.0,3
2Vancouver,|Navigation|Tourism|E-Commerce|, Navigation ,80000.0,operating,CAN,Vancouver,1.0,2012-01-25,2011-06-01,2011-06-01,80000.0,0.0,0.0,0,0.0,11.289794413577894,0.6931471805599453,0.0,11.289794413577894,0.0,0.0,0
